,text,label
2986,i cant stand where im stuck between just being miserable but doing whatever she says and doing what i want and feeling like an ungrateful daughter,0
2987,i feeling homesick,0
2988,i can think about is how stupid i feel and how perfect my life was a few months ago and how uncomfortable i feel in public,1
2989,i have a happy loving and supportive boyfriend who loves god makes me laugh makes me feel special treats me and all my friends with utmost respect and helps me be a better person every day,1
2990,i feel better these days like i have more of a grip than before,1
2991,i was there which made me feel vulnerable and shy which perhaps made them think that i was aloof which made them uncomfortable that i was there a vicious circle that pushed us further and further apart,4
2992,ive spent more hours feeling anxious that i didnt feel happier getting down on myself for not doing more getting stagnated by the weight of my own mood,4
2993,im feeling a bit cranky about eating my veggies this week,3
2994,im feeling a bit emotional,0
2995,i fear feeling like that little verbally abused girl again once it sinks in that my mean ass sister is worth gs to my dad and me and my silly little bro are not worth a couple of gumballs,0
2996,i feel like one of those superior older players doing it you know the kind get them in every game lot of mention about how long they ve been there their progress who they know etc etc status flags everywhere,1
2997,i was feeling that my son was victimized after two of the three proctors of college board exams did not follow my sons accommodations,0
2998,i feel irritated by the fact that i m forced to pay for the privilege of being able to prove who i am or at least by the fact that i m forced to pay such a lot,3
2999,i feel anxious about being good enough,4
3000,i used to look forward to mondays because i knew most places opened up again i had somewhere to go and something to do with myself instead of sitting around feeling useless,0
3001,i can come and go as i please b ut i still don t have a month pass i still don t feel comfortable coming home late at night and asking for things,1
3002,i still remember the first moment i looked at her beautiful face and saw that head of black hair i remember when they placed her in my arms for the first time and i could feel her precious little body breath and move,1
3003,i am getting very old and sentimental or maybe im just feeling a bit vulnerable at the moment but this one made me blub,4
3004,im feeling stressed right now but ill admit that some of it was my own making and really things could be a lot worse,3
3005,i feel sufficiently entertained,1
3006,i feel devastated because that law,0
3007,i feel like this might be the most popular one of the bunch though,1
3008,i feel like i will i will be punished any time i try to fight it i feel like the boys will be punished if i surrender,0
3009,i love running in cold or cooler temperatures because the heat generated from running balances out the cold to make me feel perfectly content,1
